GHS-NRO;GHM-NRO;SEU-BAS;SEU-HAU;GHS-PRI;EXB-FORFAIT;EXB-JOURNALIER;EXH-PRI;CMD-COD;DCS-MCO;GHS-LIB;DATE-EFFET
1759;05M102;0;21;3872,36;0;0;153,26;;;Cardiopathies congénitales et valvulopathies, âge inférieur à 18 ans, niveau 2;01/03/2017
1760;05M103;0;35;6018,03;0;0;296,86;;;Cardiopathies congénitales et valvulopathies, âge inférieur à 18 ans, niveau 3;01/03/2017
1761;05M104;0;0;8677,58;0;0;0;;;Cardiopathies congénitales et valvulopathies, âge inférieur à 18 ans, niveau 4;01/03/2017
1762;05M111;0;7;1671,59;0;0;104,86;;;Cardiopathies congénitales et valvulopathies, âge supérieur à 17 ans, niveau 1;01/03/2017
1763;05M112;0;15;3488,43;0;0;70,82;;;Cardiopathies congénitales et valvulopathies, âge supérieur à 17 ans, niveau 2;01/03/2017
1764;05M113;0;34;4833,97;0;0;89,09;;;Cardiopathies congénitales et valvulopathies, âge supérieur à 17 ans, niveau 3;01/03/2017
1765;05M114;9;55;6704,94;0;311,83;284,94;;;Cardiopathies congénitales et valvulopathies, âge supérieur à 17 ans, niveau 4;01/03/2017
1766;05M11T;0;0;522,49;0;0;0;;;Cardiopathies congénitales et valvulopathies, âge supérieur à 17 ans, très courte durée;01/03/2017
1767;05M121;0;8;1711,88;0;0;170,8;;;Troubles vasculaires périphériques, niveau 1;01/03/2017
1768;05M122;0;14;3307,15;0;0;147,98;;;Troubles vasculaires périphériques, niveau 2;01/03/2017
1769;05M123;0;24;4927,24;0;0;138,62;;;Troubles vasculaires périphériques, niveau 3;01/03/2017
1770;05M124;0;39;7006,54;0;0;299,96;;;Troubles vasculaires périphériques, niveau 4;01/03/2017
1771;05M12T;0;0;625,66;0;0;0;;;Troubles vasculaires périphériques, très courte durée;01/03/2017
1772;05M131;0;5;1126,23;0;0;154,35;;;Douleurs thoraciques, niveau 1;01/03/2017
1773;05M132;0;10;1897,97;0;0;254,43;;;Douleurs thoraciques, niveau 2;01/03/2017
1774;05M133;0;0;2763,53;0;0;0;;;Douleurs thoraciques, niveau 3;01/03/2017
1775;05M134;0;0;3934,92;0;0;0;;;Douleurs thoraciques, niveau 4;01/03/2017
1776;05M141;0;3;1151,91;0;0;108,06;;;Arrêt cardiaque, niveau 1;01/03/2017
1777;05M142;0;11;3102,86;0;0;84,45;;;Arrêt cardiaque, niveau 2;01/03/2017
1778;05M143;0;24;4922,29;0;0;62,58;;;Arrêt cardiaque, niveau 3;01/03/2017
1779;05M144;0;57;6987,37;0;0;278,03;;;Arrêt cardiaque, niveau 4;01/03/2017
1780;05M151;0;7;1538,5;0;0;182,61;;;Hypertension artérielle, niveau 1;01/03/2017
1781;05M152;0;12;2737,85;0;0;125,35;;;Hypertension artérielle, niveau 2;01/03/2017
1782;05M153;0;17;3364,6;0;0;187,6;;;Hypertension artérielle, niveau 3;01/03/2017
1783;05M154;0;26;5053,02;0;0;280,66;;;Hypertension artérielle, niveau 4;01/03/2017
1784;05M15T;0;0;568,03;0;0;0;;;Hypertension artérielle, très courte durée;01/03/2017
1785;05M161;0;5;1011,55;0;0;204,88;;;Athérosclérose coronarienne, niveau 1;01/03/2017
1786;05M162;0;11;2412,93;0;0;180,78;;;Athérosclérose coronarienne, niveau 2;01/03/2017
1787;05M163;0;18;3678,39;0;0;204,55;;;Athérosclérose coronarienne, niveau 3;01/03/2017
1788;05M164;0;28;5723,88;0;0;309,68;;;Athérosclérose coronarienne, niveau 4;01/03/2017
1789;05M16T;0;0;582,37;0;0;0;;;Athérosclérose coronarienne, très courte durée;01/03/2017
1790;05M171;0;6;1656,29;0;0;103,76;;;Autres affections de l'appareil circulatoire, niveau 1;01/03/2017
1791;05M172;0;14;3135,5;0;0;86,21;;;Autres affections de l'appareil circulatoire, niveau 2;01/03/2017
1792;05M173;0;27;4809,29;0;0;63,17;;;Autres affections de l'appareil circulatoire, niveau 3;01/03/2017
1793;05M174;6;51;6325,38;0;1010,73;278,75;;;Autres affections de l'appareil circulatoire, niveau 4;01/03/2017
1794;05M17T;0;0;522,73;0;0;0;;;Autres affections de l'appareil circulatoire, très courte durée;01/03/2017
1795;05M181;0;29;4419,23;0;0;195,19;;;Endocardites aiguës et subaiguës, niveau 1;01/03/2017
1796;05M182;4;35;6256,5;0;1224,85;170,52;;;Endocardites aiguës et subaiguës, niveau 2;01/03/2017
1797;05M183;0;37;8771,74;0;0;83,55;;;Endocardites aiguës et subaiguës, niveau 3;01/03/2017
1798;05M184;8;62;10860,47;0;464,16;379,77;;;Endocardites aiguës et subaiguës, niveau 4;01/03/2017
1799;05M191;0;0;663,59;0;0;0;;;Surveillances de greffes de coeur sans acte diagnostique par voie vasculaire, niveau 1;01/03/2017
1800;05M192;0;0;1373,72;0;0;0;;;Surveillances de greffes de coeur sans acte diagnostique par voie vasculaire, niveau 2;01/03/2017
1801;05M193;0;0;1891,14;0;0;0;;;Surveillances de greffes de coeur sans acte diagnostique par voie vasculaire, niveau 3;01/03/2017
1802;05M194;0;0;2687,71;0;0;0;;;Surveillances de greffes de coeur sans acte diagnostique par voie vasculaire, niveau 4;01/03/2017
1803;05M20Z;0;0;749,35;0;0;0;;;Explorations et surveillance pour affections de l'appareil circulatoire;01/03/2017
1804;05M21E;0;0;876,92;0;0;0;;;Infarctus aigu du myocarde avec décès : séjours de moins de 2 jours;01/03/2017
1805;05M22E;0;0;782,33;0;0;0;;;Autres affections de la CMD 05 avec décès : séjours de moins de 2 jours;01/03/2017
1806;05M23T;0;0;559,18;0;0;0;;;Symptômes et autres recours aux soins de la CMD 05, très courte durée;01/03/2017
1807;05M23Z;0;6;1298,48;0;0;257,77;;;Symptômes et autres recours aux soins de la CMD 05;01/03/2017
1813;05M05T;0;0;586,32;0;0;0;;;Syncopes et lipothymies, très courte durée;01/03/2017
1814;05M10T;0;0;656,61;0;0;0;;;Cardiopathies congénitales et valvulopathies, âge inférieur à 18 ans, très courte durée;01/03/2017
1815;05M13T;0;0;621,1;0;0;0;;;Douleurs thoraciques, très courte durée;01/03/2017
1816;05M18T;0;0;862,75;0;0;0;;;Transferts et autres séjours courts pour endocardites aiguës et subaiguës;01/03/2017
1817;05K191;0;5;5895,75;0;0;362,97;;;Traitements majeurs de troubles du rythme par voie vasculaire, niveau 1;01/03/2017
1818;05K192;0;9;9264,6;0;0;215,51;;;Traitements majeurs de troubles du rythme par voie vasculaire, niveau 2;01/03/2017
1819;05K193;0;22;12066,27;0;0;877,31;;;Traitements majeurs de troubles du rythme par voie vasculaire, niveau 3;01/03/2017
1820;05K194;0;0;17201,95;0;0;0;;;Traitements majeurs de troubles du rythme par voie vasculaire, niveau 4;01/03/2017
1821;05K201;0;4;2310,65;0;0;102,97;;;Autres traitements de troubles du rythme par voie vasculaire, niveau 1;01/03/2017
1822;05K202;0;14;3854,65;0;0;92,68;;;Autres traitements de troubles du rythme par voie vasculaire, niveau 2;01/03/2017
1823;05K203;6;36;6359,43;0;834,93;76,05;;;Autres traitements de troubles du rythme par voie vasculaire, niveau 3;01/03/2017
1824;05K204;11;64;8488,71;0;236,59;283,48;;;Autres traitements de troubles du rythme par voie vasculaire, niveau 4;01/03/2017
1825;05K20T;0;0;1857,21;0;0;0;;;Autres traitements de troubles du rythme par voie vasculaire, très courte durée;01/03/2017
1826;05C081;4;24;7071,7;0;1546,93;106,81;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 1;01/03/2017
1826;05C081;4;24;7071,7;0;1546,93;106,81;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 1;01/03/2017
1827;05C082;0;30;7970,09;0;0;96,08;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 2;01/03/2017
1827;05C082;0;30;7970,09;0;0;96,08;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 2;01/03/2017
1828;05C083;7;42;9295,11;0;294,45;81,74;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 3;01/03/2017
1828;05C083;7;42;9295,11;0;294,45;81,74;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 3;01/03/2017
1829;05C084;6;54;10275,94;0;653,89;378,95;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 4;01/03/2017
1829;05C084;6;54;10275,94;0;653,89;378,95;;;Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 4;01/03/2017
1830;05K221;0;5;2961,92;0;0;99,29;;;Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 1;01/03/2017
1831;05K222;0;15;5119,52;0;0;80,51;;;Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 2;01/03/2017
1832;05K223;5;44;7724,82;0;1736,87;72,3;;;Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 3;01/03/2017
1833;05K224;9;77;10110,88;0;397,68;318,84;;;Actes thérapeutiques par voie vasculaire sur les orifices du coeur, âge supérieur à 17 ans, niveau 4;01/03/2017
1834;05K231;0;6;2196,81;0;0;114,13;;;Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, niveau 1;01/03/2017
1835;05K232;0;14;4029,69;0;0;92,73;;;Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, niveau 2;01/03/2017
1836;05K233;0;29;6169,7;0;0;65,98;;;Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, niveau 3;01/03/2017
1837;05K234;6;57;8017,18;0;1231,65;282,21;;;Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, niveau 4;01/03/2017
1838;05K23J;0;0;1567,73;0;0;0;;;Ablations, repositionnements et poses de sondes cardiaques supplémentaires par voie vasculaire, âge supérieur à 17 ans, en ambulatoire;01/03/2017
1839;05K241;0;4;1962,43;0;0;95,16;;;Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, niveau 1;01/03/2017
1840;05K242;0;13;4041,7;0;0;63,81;;;Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, niveau 2;01/03/2017
1841;05K243;6;52;6530,22;0;829,51;105,72;;;Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, niveau 3;01/03/2017
1842;05K244;7;59;7270,28;0;246,69;293,36;;;Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, niveau 4;01/03/2017
1843;05K24J;0;0;1477,33;0;0;0;;;Dilatations coronaires et autres actes thérapeutiques sur le coeur par voie vasculaire, âge supérieur à 17 ans, en ambulatoire;01/03/2017
1844;05K251;0;4;2653,41;0;0;155,81;;;Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, niveau 1;01/03/2017
1845;05K252;0;12;4693,85;0;0;139,93;;;Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, niveau 2;01/03/2017
1846;05K253;0;26;7929,35;0;0;104,48;;;Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, niveau 3;01/03/2017
1847;05K254;7;62;11690,58;0;1253,74;377,69;;;Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, niveau 4;01/03/2017
1848;05K25J;0;0;1756,77;0;0;0;;;Actes thérapeutiques sur les artères par voie vasculaire, âge supérieur à 17 ans, en ambulatoire;01/03/2017
1849;05K261;0;3;1807,43;0;0;84,06;;;Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, niveau 1;01/03/2017
1850;05K262;0;12;3172,47;0;0;63,07;;;Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, niveau 2;01/03/2017
1851;05K263;0;41;5001,64;0;0;312,86;;;Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, niveau 3;01/03/2017
1852;05K264;0;0;6210,01;0;0;0;;;Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, niveau 4;01/03/2017
1853;05K26J;0;0;1581,39;0;0;0;;;Actes thérapeutiques sur les accès vasculaires ou les veines par voie vasculaire, âge supérieur à 17 ans, en ambulatoire;01/03/2017
1854;05K061;0;4;2846,32;0;0;176,86;;;Endoprothèses vasculaires sans infarctus du myocarde, niveau 1;01/03/2017
1855;05K062;0;13;4556,67;0;0;173,96;;;Endoprothèses vasculaires sans infarctus du myocarde, niveau 2;01/03/2017
1856;05K063;0;26;7572,67;0;0;147,02;;;Endoprothèses vasculaires sans infarctus du myocarde, niveau 3;01/03/2017
1857;05K064;7;54;11689,1;0;1372,14;402,2;;;Endoprothèses vasculaires sans infarctus du myocarde, niveau 4;01/03/2017
1858;05K06T;0;0;2134,52;0;0;0;;;Endoprothèses vasculaires sans infarctus du myocarde, très courte durée;01/03/2017
1859;05K101;0;4;1882,37;0;0;120,76;;;Actes diagnostiques par voie vasculaire, niveau 1;01/03/2017
1860;05K102;0;15;3942,54;0;0;102,46;;;Actes diagnostiques par voie vasculaire, niveau 2;01/03/2017
1861;05K103;0;33;6110,22;0;0;87,76;;;Actes diagnostiques par voie vasculaire, niveau 3;01/03/2017
1862;05K104;6;55;8040,93;0;1287,14;287,58;;;Actes diagnostiques par voie vasculaire, niveau 4;01/03/2017
1863;05K10J;0;0;1629,32;0;0;0;;;Actes diagnostiques par voie vasculaire, en ambulatoire;01/03/2017
1935;06C031;0;14;7770,34;0;0;141,73;;;Résections rectales, niveau 1;01/03/2017
1936;06C032;5;21;9140,32;0;456,66;135,43;;;Résections rectales, niveau 2;01/03/2017
1937;06C033;7;34;12329,56;0;708,72;105,03;;;Résections rectales, niveau 3;01/03/2017
1938;06C034;14;81;17265,96;0;365,66;436,18;;;Résections rectales, niveau 4;01/03/2017
1939;06C041;0;13;5740,24;0;0;179,27;;;Interventions majeures sur l'intestin grêle et le côlon, niveau 1;01/03/2017
1940;06C042;4;18;7565,59;0;1216,9;160,31;;;Interventions majeures sur l'intestin grêle et le côlon, niveau 2;01/03/2017
1941;06C043;5;32;9982,02;0;1610,95;155,39;;;Interventions majeures sur l'intestin grêle et le côlon, niveau 3;01/03/2017
1942;06C044;6;67;15420,57;0;3625,7;388,64;;;Interventions majeures sur l'intestin grêle et le côlon, niveau 4;01/03/2017
1943;06C051;0;7;4132,51;0;0;265,94;;;Interventions sur l'oesophage, l'estomac et le duodénum, âge inférieur à 18 ans, niveau 1;01/03/2017
1944;06C052;0;10;6710,88;0;0;188,53;;;Interventions sur l'oesophage, l'estomac et le duodénum, âge inférieur à 18 ans, niveau 2;01/03/2017
1945;06C053;0;33;11046,97;0;0;426,08;;;Interventions sur l'oesophage, l'estomac et le duodénum, âge inférieur à 18 ans, niveau 3;01/03/2017
1946;06C054;0;56;20846,79;0;0;500,34;;;Interventions sur l'oesophage, l'estomac et le duodénum, âge inférieur à 18 ans, niveau 4;01/03/2017
1947;06C071;0;9;3468,66;0;0;171,69;;;Interventions mineures sur l'intestin grêle et le côlon, niveau 1;01/03/2017
1948;06C072;0;14;4937,14;0;0;153,95;;;Interventions mineures sur l'intestin grêle et le côlon, niveau 2;01/03/2017
1949;06C073;0;30;7400,28;0;0;164,89;;;Interventions mineures sur l'intestin grêle et le côlon, niveau 3;01/03/2017
1950;06C074;8;78;15315,13;0;1758,86;404,59;;;Interventions mineures sur l'intestin grêle et le côlon, niveau 4;01/03/2017
1951;06C081;0;7;2921,81;0;0;166,73;;;Appendicectomies compliquées, niveau 1;01/03/2017
1952;06C082;0;11;4248,17;0;0;143,99;;;Appendicectomies compliquées, niveau 2;01/03/2017
1953;06C083;0;18;5810,62;0;0;118,78;;;Appendicectomies compliquées, niveau 3;01/03/2017
1954;06C084;0;40;8423,76;0;0;472,33;;;Appendicectomies compliquées, niveau 4;01/03/2017
1955;06C091;0;4;2010,68;0;0;172,79;;;Appendicectomies non compliquées, niveau 1;01/03/2017
1956;06C092;0;8;3204,57;0;0;160,52;;;Appendicectomies non compliquées, niveau 2;01/03/2017
1957;06C093;0;18;4884,02;0;0;158,13;;;Appendicectomies non compliquées, niveau 3;01/03/2017
1958;06C094;0;49;9786,02;0;0;471,93;;;Appendicectomies non compliquées, niveau 4;01/03/2017
1959;06C101;0;3;1319,15;0;0;227,16;;;Interventions réparatrices pour hernies et éventrations, âge inférieur à 18 ans, niveau 1;01/03/2017
1960;06C102;0;10;2909,29;0;0;417,46;;;Interventions réparatrices pour hernies et éventrations, âge inférieur à 18 ans, niveau 2;01/03/2017
1961;06C103;0;0;6182,49;0;0;0;;;Interventions réparatrices pour hernies et éventrations, âge inférieur à 18 ans, niveau 3;01/03/2017
1962;06C104;0;0;7989,74;0;0;0;;;Interventions réparatrices pour hernies et éventrations, âge inférieur à 18 ans, niveau 4;01/03/2017
1963;06C10J;0;0;1319,15;0;0;0;;;Interventions réparatrices pour hernies et éventrations, âge inférieur à 18 ans, en ambulatoire;01/03/2017
1969;06C121;0;3;1532,48;0;0;146,2;;;Interventions réparatrices pour hernies inguinales et crurales, âge supérieur à 17 ans, niveau 1;01/03/2017
1970;06C122;0;8;2688,43;0;0;133,33;;;Interventions réparatrices pour hernies inguinales et crurales, âge supérieur à 17 ans, niveau 2;01/03/2017
1971;06C123;0;14;3909,16;0;0;117,74;;;Interventions réparatrices pour hernies inguinales et crurales, âge supérieur à 17 ans, niveau 3;01/03/2017
1972;06C124;0;41;7088,27;0;0;388,6;;;Interventions réparatrices pour hernies inguinales et crurales, âge supérieur à 17 ans, niveau 4;01/03/2017
1973;06C12J;0;0;1532,48;0;0;0;;;Interventions réparatrices pour hernies inguinales et crurales, âge supérieur à 17 ans, en ambulatoire;01/03/2017
1974;06C131;0;10;3410,52;0;0;168,05;;;Libérations d'adhérences péritonéales, niveau 1;01/03/2017
1975;06C132;0;15;5083,52;0;0;149,13;;;Libérations d'adhérences péritonéales, niveau 2;01/03/2017
1976;06C133;5;24;6959,82;0;1250,87;133,87;;;Libérations d'adhérences péritonéales, niveau 3;01/03/2017
1977;06C134;10;59;11645,14;0;624,71;378,91;;;Libérations d'adhérences péritonéales, niveau 4;01/03/2017
1978;06C141;0;3;1257,05;0;0;138,28;;;Interventions sur le rectum et l'anus autres que les résections rectales, niveau 1;01/03/2017
1979;06C142;0;11;3199,41;0;0;101,92;;;Interventions sur le rectum et l'anus autres que les résections rectales, niveau 2;01/03/2017
1980;06C143;0;34;5543,66;0;0;164,92;;;Interventions sur le rectum et l'anus autres que les résections rectales, niveau 3;01/03/2017
1981;06C144;6;53;8677,09;0;2088,95;352,48;;;Interventions sur le rectum et l'anus autres que les résections rectales, niveau 4;01/03/2017
1982;06C14J;0;0;1257,05;0;0;0;;;Interventions sur le rectum et l'anus autres que les résections rectales, en ambulatoire;01/03/2017
1983;06C151;0;6;2603,32;0;0;154,37;;;Autres interventions sur le tube digestif en dehors des laparotomies, niveau 1;01/03/2017
1984;06C152;0;15;4549,49;0;0;143,67;;;Autres interventions sur le tube digestif en dehors des laparotomies, niveau 2;01/03/2017
